time,_dt,strain_zx_interface,stress_xx_interface,stress_xy_interface,stress_yy_interface,stress_yz_interface,stress_zx_interface,stress_zz_interface
1.99,0.01,-0.011290583308237,-6.4118992223697,0.014522560093677,-5.4973188915274,0.0026525445050149,80.883005603871,-5.0131371000558
2,0.01,-0.0078909396399454,-6.0591654525256,-0.0093578382648364,-5.4438486338697,-0.0024785795383269,85.473158099726,-4.9867720586943
2.01,0.01,-0.0040124839228236,-5.7008011669027,-0.0012326518765159,-5.416591391606,7.9811976383235e-06,84.718344647702,-5.0149028530905
2.02,0.01,-0.00010106399854693,-5.5400329696602,0.0068747307945391,-5.332993175214,-0.0020447984130271,82.654446125144,-4.9852309394286
2.03,0.01,0.0035147330058471,-5.5805141324488,0.014865990096417,-5.3473431723011,0.0028663892805621,81.675286123625,-5.0152035794166
2.04,0.01,0.0065789406564437,-5.8426294599874,0.011538286394242,-5.3658322607178,-0.0017183393620807,83.902525776877,-4.98415959754
2.05,0.01,0.0097947373442433,-5.5070885356138,-0.0067746199643337,-5.3740495428591,0.0015611294647807,78.200615095167,-5.0163126384252
2.06,0.01,0.013337640958464,-4.9382942384065,-0.022373126621818,-5.1726256390641,-0.0013287765920367,59.18513072242,-4.9836678376102
2.07,0.01,0.016330159576192,-5.0985555203704,0.077345768617264,-5.103462621766,0.0020657424057239,40.558536153466,-5.0161469757959
2.08,0.01,0.017019243497424,-5.8676482504668,-0.29438624046144,-5.519655978284,-0.0011929184477876,44.848765184245,-4.9838303805372
2.09,0.01,0.017336454845133,-4.1140649355038,0.88292170764022,-6.0702695804423,0.00028757756156428,43.393576314692,-5.016489391194
2.1,0.01,0.017794245991506,-6.0125938637061,-0.19052677170715,-5.4913863195717,0.00074455566604645,30.057033561926,-4.9828013449444
2.11,0.01,0.017762650958131,-11.678162302533,-0.57829526173855,-7.5810330996658,-0.0012782628514496,11.279046405906,-5.0177738452151
2.12,0.01,0.017537429646653,-13.971270779735,-0.37359677142004,-7.5383703771798,0.0020746300617376,-12.441759600112,-4.9817147866263
2.13,0.01,0.016939786443507,-10.652714621235,0.024554559323666,-6.0969374990853,-0.0027136508687024,-39.080990273195,-5.0197791003968
2.14,0.01,0.015896132187902,-10.777098330258,-0.046521691046655,-6.1975194252913,0.0035404243771707,-66.443114955565,-4.9810487367048
2.15,0.01,0.013672846578976,-7.9496695470411,-0.057273025023333,-5.8189976646585,-0.0042935242743098,-83.102087422107,-5.018952630058
2.16,0.01,0.010750235629423,-7.1763777258942,-0.020307473257984,-5.7266247600112,0.0046044960929635,-93.459239060027,-4.9798448670938
2.17,0.01,0.0073292761536302,-6.7664592372952,0.0062861147697031,-5.7313712256188,-0.0033497518927153,-99.523031416163,-5.0196331875156
2.18,0.01,0.0039846161499214,-6.9875520506066,0.025509746066892,-5.7589692287399,0.007510258529302,-106.19947612924,-4.9803222143989
2.19,0.01,0.00099977164137006,-7.5766829921559,0.010667493393462,-5.990885627805,-0.00511579384046,-117.12982395935,-5.0196011225648
2.2,0.01,-0.0025873886879741,-6.4389676102397,0.012491101461483,-5.8188865589891,0.0055997710974097,-116.23534250439,-4.9807949701114
2.21,0.01,-0.0073673319458913,-5.0487842315048,-0.01488926560909,-5.4428197780727,-0.0058258827280826,-92.992564218007,-5.0191757351954
2.22,0.01,-0.011145852664466,-5.0920530523022,0.057723451877653,-5.2445759020051,0.0064414841882427,-75.803817593057,-4.9809502964976
2.23,0.01,-0.014384731151069,-5.2392164991203,-0.018026783838003,-5.2541464214045,-0.0070485284981708,-59.525614788353,-5.0187495239584
2.24,0.01,-0.016530884782368,-5.4371083623194,-0.0042211455069191,-5.1814252833635,0.0066592738717243,-49.630379705708,-4.9816113720506
2.25,0.01,-0.017233975720152,-6.1853753209676,0.061791814400646,-5.5397378149883,-0.0069299165439136,-50.457960243988,-5.0178472791125
2.26,0.01,-0.01752507648124,-2.5353640915845,-0.022656173686817,-5.6043888110624,0.0072597460334299,-46.217625254148,-4.9832285864408
2.27,0.01,-0.017845821053851,-9.7070491953414,-0.66913402345359,-6.2518897124342,-0.0078660997246018,-31.478644639305,-5.0152215138307
2.28,0.01,-0.017782738039514,-19.531670735186,0.17599708246438,-14.284126259405,0.0088776383427486,-9.8226447993806,-4.9866080710751
2.29,0.01,-0.01752097631775,-19.759785167403,-0.26950962936654,-12.819328215196,-0.0071772252535506,16.387040857689,-5.0104769491822
2.3,0.01,-0.016897418723396,-11.215167864252,0.078702987657099,-7.28078861958,0.006709549391756,44.576535396274,-4.9923651660779
2.31,0.01,-0.015959813737355,-10.966093795686,0.0057044887945589,-6.201080348641,-0.0064218029904427,75.771507989607,-5.005565314779
2.32,0.01,-0.014031540124853,-8.4564508645716,0.043629931445119,-5.8934986185252,0.0063373605291525,97.336706363592,-4.9960897754402
2.33,0.01,-0.010924647893155,-7.1860608823624,0.028526934500014,-5.8332058981209,-0.0057227784202399,106.67109097102,-5.0005605035368
